,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000100739,43.5569274379089,3.06197493370453,0.470680842596212,6.50541652984024,7.74783956243696e-11,4.60235262709742e-09
ENSG00000100867,3876.95059109755,-4.80399290061674,0.696181989966947,-6.90048431279417,5.18255445591866e-12,4.14837142607447e-10
ENSG00000100884,12.2167920025555,-2.2773395581663,0.646460834978715,-3.52278039897233,0.000427045042500895,0.00307710536157434
ENSG00000100889,19887.6601680243,-2.85696140240605,0.330287881211203,-8.64991289395555,5.15387542942476e-18,1.91763811170212e-15
ENSG00000101074,3.54381971349545,-2.9081948718855,0.726811078587009,-4.00130784679192,6.29933389548917e-05,0.000628615226546913
ENSG00000101180,1.50407396118079,-2.88919430756267,0.820289475930053,-3.52216429972708,0.000428038773399006,0.0030828350673247
ENSG00000101200,2.16426857080064,-3.84502872396743,1.10025085715341,-3.49468368869564,0.000474623884146594,0.00334867474334643
ENSG00000101204,781.044547990791,-5.28845252805785,0.802306238735509,-6.59156351120093,4.35218567045169e-11,2.77063378015451e-09
ENSG00000101323,8710.44586891625,-2.67199923397072,0.385509065898574,-6.93109311902333,4.17601038385624e-12,3.46484001159625e-10
ENSG00000101405,39.7474004274553,-4.35148114069184,0.871996998343836,-4.99024784369271,6.03018710388441e-07,1.23443836245721e-05
ENSG00000101425,22.771977645046,-2.04777069922824,0.542952625334275,-3.77154581022149,0.000162239364830031,0.00137779349229496
ENSG00000101746,17.2259485722953,-3.77268875844661,0.862720434239869,-4.37301425666436,1.22542718150343e-05,0.000161007912062571
ENSG00000101825,426.486042753719,2.34473815461433,0.464361459519922,5.04938148191373,4.43242824262205e-07,9.53478957223253e-06
ENSG00000101951,501.736429026174,-9.99968978298065,1.18680863236526,-8.42569687334655,3.5860946552706e-17,1.12427387900748e-14
ENSG00000101981,10096.5530325551,-5.54004154409237,0.51892569640613,-10.6759822889105,1.31855500726708e-26,3.18892528507543e-23
ENSG00000102034,288.763570061927,2.11421955672397,0.328973458029866,6.4267177339639,1.30388610869186e-10,7.45747968820907e-09
ENSG00000102109,137.804230497531,-3.10107580468341,0.869377591685933,-3.56700682688368,0.00036108207698579,0.0026763132580327
ENSG00000102271,31.4137269489727,2.86362249283107,0.380891411115286,7.51821230215224,5.55302799695618e-14,7.64308841255851e-12
ENSG00000102359,258.40605270665,3.08404855929428,0.43955200043529,7.01634517927375,2.27747002493466e-12,2.04387843279444e-10
ENSG00000102385,7.44667506409807,3.2604226037208,0.538851534239453,6.05068817020746,1.44228386308171e-09,6.36692168449593e-08
ENSG00000102554,499.782902343786,2.4735672065495,0.484122342384117,5.10938452947271,3.23209950744614e-07,7.26664390588439e-06
ENSG00000102743,1717.7606739577,-2.53891688244354,0.373956326795047,-6.78934062756218,1.12647192473016e-11,8.29870513948554e-10
ENSG00000102837,65.390581393381,5.90245168103808,1.02023443312065,5.78538764172456,7.23453035659416e-09,2.63959012224053e-07
ENSG00000102924,122.772772116579,-3.28239433317698,0.475929068989472,-6.89681414112067,5.31816861296243e-12,4.24688375156356e-10
ENSG00000103044,77.3777184928427,2.02584734446911,0.246037888532222,8.23388363700655,1.8123974587237e-16,4.68442485152104e-14
ENSG00000103089,102.852779032492,2.65411883454253,0.824400198582652,3.21945438526775,0.00128434792555845,0.00757740658851432
ENSG00000103154,974.20031640655,-3.21192124620352,0.557571187658831,-5.76055814449446,8.38362433921528e-09,2.99845045055946e-07
ENSG00000103375,182.124219512887,-4.60904718555841,0.726408469141356,-6.34497996837301,2.22454389710132e-10,1.18582578675637e-08
ENSG00000103534,526.948492791788,3.20729654791601,0.692561146974981,4.6310662414793,3.63787452792041e-06,5.80465568524304e-05
ENSG00000103546,339.998219576009,-7.83630175774842,1.17055200764293,-6.69453531887739,2.16358028024986e-11,1.49198909794257e-09
ENSG00000103569,22209.2188257365,-4.68271749061905,0.518310403782212,-9.03458131738885,1.64631431446983e-19,8.44584187479301e-17
ENSG00000103888,315.064050116105,2.48133614085142,0.502643378721465,4.93657381335253,7.95069539880453e-07,1.58447672459166e-05
ENSG00000104055,1.89914427426476,3.09051270308376,0.940952314909238,3.28445198987779,0.00102180905637991,0.00630879519328362
ENSG00000104059,16.3735794620872,2.97442671697881,0.584342549407453,5.09021073340458,3.57665803035272e-07,7.93269077335698e-06
ENSG00000104140,92.8686746973216,2.76315075718191,0.778786456999468,3.54802106835275,0.000388137173050095,0.00283902253208971
ENSG00000104321,11.9682912959087,2.43560601732385,0.73507592289066,3.31340742021031,0.000921666142805763,0.00579627335907353
ENSG00000104371,151.072482963896,-5.96395583518386,0.89828959912314,-6.63923509857571,3.15315128800996e-11,2.10162498938443e-09
ENSG00000104435,146.51462061798,2.73332688407833,0.870562787079748,3.13972400916321,0.00169107069488569,0.00948136490447669
ENSG00000105251,373.410081885489,-3.11145138102581,0.521269360478781,-5.96898957991311,2.38727356168401e-09,9.96679352960037e-08
ENSG00000105290,230.510264868694,2.04459055658945,0.591730979306328,3.45527043215868,0.000549741121812413,0.00377482957684982
ENSG00000105398,25403.713285935,-3.35710280863957,0.472166146258656,-7.11000319535939,1.16040268030408e-12,1.13884273485264e-10
ENSG00000105523,8.73032492144233,3.29570667276367,0.69543122315073,4.739083554276,2.14686971814194e-06,3.71820264892931e-05
ENSG00000105550,2237.91711887,-2.096547787194,0.610833133535932,-3.43227580838273,0.000598538517640923,0.00404509294786508
ENSG00000105664,159.246882906387,2.34480862430125,0.741096988231865,3.16396998170992,0.00155632846719284,0.00885940241605283
ENSG00000105697,1936.1264962657,-3.59103802819589,0.740510224407997,-4.84941046029007,1.23828949702959e-06,2.30242965842532e-05
ENSG00000105852,6540.78580545273,-2.26281485732323,0.340307231631537,-6.64932933242295,2.94431531643148e-11,1.97018917587062e-09
ENSG00000105855,167.877133493404,3.50403239703606,0.681427035201512,5.14219750027947,2.71543438258219e-07,6.27589711671332e-06
ENSG00000106123,351.224992943557,2.3170885766925,0.495051776652836,4.68049744687089,2.86179675548971e-06,4.78034417089917e-05
ENSG00000106327,35668.7343456838,-2.5933388865528,0.330901205267755,-7.83719988101691,4.60704384885283e-15,8.91370843876046e-13
ENSG00000106384,1198.15910084902,-2.06241445690273,0.434802942670875,-4.74333141407434,2.10231908216307e-06,3.65225355582142e-05
ENSG00000106404,2418.85602733989,-3.04347128522644,0.378477109408813,-8.04136157660999,8.88456715338359e-16,1.96616051795042e-13
ENSG00000106541,1588.44361431991,4.09286584652123,1.07137591601076,3.82019586716203,0.00013334573897216,0.00117362967919375
ENSG00000106565,54284.1108338168,-2.0057476754862,0.272573926514121,-7.35854562883983,1.85924706355459e-13,2.28917259363254e-11
ENSG00000106571,62.1564433477137,2.04690607901557,0.408149333472139,5.01509107365795,5.30083508229444e-07,1.11133730681986e-05
ENSG00000106633,737.464096370203,-6.91291481149559,0.930620920394345,-7.42828219310424,1.10017053605275e-13,1.43319192857239e-11
ENSG00000106809,135.163557466112,-2.36427954618827,0.667555249963596,-3.54169867785055,0.000397559337278571,0.0028973227724742
ENSG00000106823,1247.0079327819,-2.07150849426164,0.355948502030403,-5.81968594458281,5.89583012922214e-09,2.2231664857846e-07
ENSG00000106927,274120.437032999,-2.33437476041243,0.309824555659467,-7.53450531202626,4.90189553928142e-14,6.83393757184765e-12
ENSG00000106976,343.712955690303,2.53213093311693,0.447588671970962,5.65727216009883,1.53797779950478e-08,5.13554145102885e-07
ENSG00000107159,839.962646091877,3.18003645069491,0.877044133718619,3.62585681659112,0.000288004911760723,0.00221727215449199
ENSG00000107187,41.4038428746112,-7.03413304759694,1.0501755099561,-6.69805473552797,2.11212160815391e-11,1.45947603123435e-09
ENSG00000107518,166.206066052658,-3.45940911464052,0.660386166458791,-5.23846393268808,1.6191861122053e-07,4.04027433923091e-06
ENSG00000107537,13325.486823646,-2.14569410704749,0.283295281016272,-7.57405523787827,3.6175048071192e-14,5.2121317133723e-12
ENSG00000107593,53.6550462956383,-2.07279252148729,0.43057395755684,-4.81402203990394,1.47922482847826e-06,2.69564442774194e-05
ENSG00000107736,666.63831363994,-2.20120103723772,0.336725213069451,-6.53708410241236,6.27297781646496e-11,3.8132272152188e-09
ENSG00000108231,5.81141152272938,-2.8170609305591,0.837922299773734,-3.36195961286601,0.000773914420687578,0.00500075732253067
ENSG00000108387,2167.10180817607,-2.69133711937513,0.447712708990768,-6.01130382347628,1.84037123593529e-09,7.90775757329097e-08
ENSG00000108515,1438.63051801649,-2.81988184069156,0.46139523922206,-6.11164052200896,9.86121155564082e-10,4.5181429237137e-08
ENSG00000108602,4955.25288246522,-4.29970300176338,0.833625941107483,-5.15783253583876,2.49824902590508e-07,5.85385562409136e-06
ENSG00000108830,477.018257816627,-3.49784784314361,0.650907435921085,-5.37380224915372,7.70934054093264e-08,2.1016953411871e-06
ENSG00000108878,5.971950009034,-3.1065463085553,0.98098189250072,-3.16677232505902,0.00154140946693204,0.0087907203256563
ENSG00000108924,4543.33637150384,-2.69860959815939,0.423978941099454,-6.36496140860538,1.95338843519937e-10,1.07369771148402e-08
ENSG00000109089,288.131019535972,2.50340525934858,0.329373760977859,7.60049996671367,2.94988840385304e-14,4.36158390681485e-12
ENSG00000109182,6.70943243956143,-3.50119792876801,0.973810010224045,-3.5953603803708,0.000323942827849365,0.00244720665063625
ENSG00000109205,231.57551282717,-4.33833480884756,1.14331680250405,-3.79451679477279,0.000147931268905645,0.00127710475111581
ENSG00000109265,53.2540686944514,2.31681353693909,0.56941277939702,4.0687768535727,4.72605820774195e-05,0.000496403326750952
ENSG00000109321,87.7610525446413,2.73229057383117,0.572640932559218,4.77138538039913,1.8296308796497e-06,3.24342785099786e-05
ENSG00000109511,773.361805241502,-2.66530973857566,0.49661033545075,-5.36700416465654,8.00552089696854e-08,2.17368830834369e-06
ENSG00000109586,192.541299496553,2.1831205314773,0.432523941202171,5.04739812878211,4.47867435535904e-07,9.60985012662241e-06
ENSG00000109667,812.821586235293,-2.84228072993389,0.423743331813694,-6.70755270122703,1.97915492762069e-11,1.37320095685059e-09
ENSG00000109758,4001.48393322564,-5.48427341423518,0.663394115638398,-8.26699134790718,1.37381927949001e-16,3.66268873891749e-14
